,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
178,7  1765,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,100,Somewhat clean,Somewhat safe,Somewhat satisfied
178,8   218,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,95,Clean,Very safe,Somewhat satisfied
178,9   640,Thursday,ALASKA,NEW ORLEANS,Midwest US,Medium,Gates 50-59,12/31/2018,140,Somewhat clean,Somewhat safe,Very satisfied
179,1  2273,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,12/31/2018,175,Clean,Very safe,Somewhat satisfied
179,2  3219,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,160,Average,Very safe,Somewhat satisfied
179,4   397,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,175,Somewhat clean,Very safe,Somewhat satisfied
179,6   332,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,12/31/2018,200,Somewhat clean,Very safe,Somewhat satisfied
179,7  1023,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,12/31/2018,80,Clean,Very safe,Somewhat satisfied
179,8  1840,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub,Gates 91-102,12/31/2018,165,Average,Somewhat safe,Somewhat satisfied
179,9  2897,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,155,Clean,Very safe,Very satisfied
180,1  1350,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,12/31/2018,260,Somewhat clean,Very safe,Somewhat satisfied
180,2  1376,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,12/31/2018,205,Somewhat clean,Somewhat safe,Somewhat satisfied
180,3  1507,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,120,Clean,Very safe,Somewhat satisfied
180,4  1792,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,12/31/2018,540,Somewhat clean,Very safe,Somewhat satisfied
180,5   514,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,12/31/2018,302,Somewhat clean,Very safe,Somewhat satisfied
180,6   459,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,12/31/2018,90,Clean,Very safe,Neutral
180,7  1926,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,12/31/2018,110,Average,Somewhat safe,Somewhat satisfied
180,8     5,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,170,Somewhat clean,Very safe,Somewhat satisfied
180,9   590,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,12/31/2018,145,Somewhat clean,Very safe,Somewhat satisfied
181,0  1506,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,12/31/2018,168,Clean,Very safe,Very satisfied
181,1  1741,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,270,Clean,Very safe,Somewhat satisfied
181,2  2208,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,725,Somewhat clean,Somewhat safe,Neutral
181,3   542,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,135,Clean,Very safe,Very satisfied
181,4  1766,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,145,Clean,Very safe,Very satisfied
181,5  1697,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,12/31/2018,247,Somewhat clean,Very safe,Somewhat satisfied
181,6  2439,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,12/31/2018,250,Dirty,Neutral,Neutral
181,7  3283,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,95,Somewhat clean,Somewhat safe,Somewhat satisfied
181,9   703,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,185,Average,Neutral,Somewhat satisfied
182,0   304,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,12/31/2018,152,Average,Neutral,Neutral
182,2  2953,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,60,Clean,Very safe,Somewhat satisfied
182,3  2196,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,12/31/2018,75,Average,Somewhat safe,Neutral
182,4  3002,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,12/31/2018,80,Clean,Very safe,Very satisfied
182,5  2642,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,12/31/2018,120,Clean,Somewhat safe,Somewhat satisfied
182,6  2104,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,94,Somewhat clean,Neutral,Somewhat satisfied
182,7  2237,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,12/31/2018,195,Somewhat clean,Somewhat safe,Very satisfied
182,8   199,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,130,Clean,Very safe,Somewhat satisfied
182,9  1520,Wednesday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,12/31/2018,205,Clean,Neutral,Somewhat satisfied
183,0   236,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,115,Average,Somewhat safe,Neutral
183,1  1005,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,12/31/2018,245,Somewhat clean,Very safe,Neutral
183,2  1548,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,12/31/2018,135,Clean,Very safe,Somewhat satisfied
183,3  1216,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,12/31/2018,60,Somewhat clean,Somewhat safe,Somewhat satisfied
183,4   256,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,175,Clean,Very safe,Somewhat satisfied
183,5  2211,Thursday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,12/31/2018,165,Somewhat clean,Somewhat safe,Somewhat satisfied
183,6  1963,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,155,Average,Somewhat safe,Somewhat satisfied
183,7   663,Friday,UNITED INTL,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,185,Somewhat clean,Very safe,Somewhat satisfied
183,8  1190,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,12/31/2018,75,Somewhat clean,Somewhat safe,Somewhat satisfied
183,9  2951,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,165,Somewhat clean,Very safe,Very satisfied
184,0  2976,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,12/31/2018,135,Clean,Very safe,Very satisfied
184,1   739,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,245,Clean,Very safe,Very satisfied
184,3  1399,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,12/31/2018,105,Somewhat clean,Very safe,Somewhat satisfied
184,4  2676,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,170,Clean,Very safe,Very satisfied
184,5   896,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,12/31/2018,220,Somewhat clean,Very safe,Very satisfied
184,6  2639,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,90,Clean,Very safe,Somewhat satisfied
184,7   201,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,100,Average,Neutral,Somewhat satisfied
184,8  3258,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,12/31/2018,100,Average,Neutral,Neutral
184,9  2871,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,12/31/2018,137,Somewhat clean,Somewhat safe,Somewhat satisfied
185,0  3067,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,1/1/2018,365,Somewhat clean,Somewhat safe,Somewhat satisfied
185,1  2033,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,240,Somewhat clean,Very safe,Somewhat satisfied
185,2   784,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,160,Somewhat clean,Neutral,Somewhat satisfied
185,4  1560,Wednesday,DELTA,ATLANTA,East US,Hub,Gates 40-48,12/31/2018,120,Somewhat clean,Somewhat safe,Somewhat satisfied
185,5  1462,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,1/1/2018,179,Clean,Very safe,Very satisfied
185,6  1761,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,175,Clean,Very safe,Very satisfied
185,7  3252,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,12/31/2018,120,Average,Somewhat safe,Neutral
185,8  2824,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,12/31/2018,73,Somewhat clean,Very safe,Somewhat satisfied
185,9  1132,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,90,Somewhat clean,Very safe,Neutral
186,0  3106,Sunday,ALASKA,NEWARK,EAST US,Hub,Gates 50-59,12/31/2018,100,Average,Neutral,Neutral
186,1  1056,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,12/31/2018,355,Somewhat clean,Very safe,Somewhat satisfied
186,3  1538,Thursday,DELTA,NEW YORK-JFK,EAST US,Hub,Gates 40-48,12/31/2018,120,Average,Neutral,Neutral
186,5  1623,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,650,Clean,Very safe,Very satisfied
186,6   675,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,75,Clean,Very safe,Very satisfied
186,7  3069,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,1/1/2018,305,Somewhat clean,Somewhat safe,Somewhat satisfied
186,8  3195,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,1/1/2018,180,Average,Neutral,Neutral
186,9  1349,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,12/31/2018,190,Somewhat clean,Very safe,Very satisfied
187,0   348,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,12/31/2018,240,Average,Very safe,Somewhat satisfied
187,1   614,Thursday,ALASKA,NEWARK,EAST US,Hub,Gates 50-59,12/31/2018,140,Clean,Very safe,Somewhat satisfied
187,2  1806,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,12/31/2018,115,Clean,Very safe,Very satisfied
187,3   570,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,125,Somewhat clean,Very safe,Somewhat satisfied
187,4   824,Sunday,ALASKA,NASHVILLE,Midwest US,Medium,Gates 50-59,12/31/2018,126,Somewhat clean,Somewhat safe,Neutral
187,5  2252,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,12/31/2018,125,Somewhat clean,Very safe,Neutral
187,6  1574,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,12/31/2018,150,Somewhat clean,Somewhat safe,Somewhat satisfied
187,8   826,Sunday,ALASKA,NASHVILLE,Midwest US,Medium,Gates 50-59,12/31/2018,126,Somewhat clean,Very safe,Somewhat satisfied
187,9  2657,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,132,Somewhat clean,Very safe,Neutral
188,0  2781,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,12/31/2018,595,Somewhat clean,Very safe,Somewhat satisfied
188,2  2210,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,12/31/2018,180,Somewhat clean,Somewhat safe,Neutral
188,3  2164,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,12/31/2018,213,Clean,Very safe,Very satisfied
188,4  1658,Saturday,EMIRATES,DUBAI,middle east,Hub,Gates 1-12,12/31/2018,285,Somewhat clean,Neutral,Neutral
188,5   485,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,12/31/2018,101,Clean,Very safe,Very satisfied
188,6   909,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,150,Somewhat clean,Somewhat safe,Neutral
188,7  1597,Thursday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,155,Average,Very safe,Somewhat satisfied
188,8  2434,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,12/31/2018,640,Somewhat clean,Somewhat safe,Neutral
188,9  2341,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,12/31/2018,125,Clean,Very safe,Neutral
189,0  1049,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,12/31/2018,445,Somewhat clean,Very safe,Very satisfied
189,1   928,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,12/31/2018,135,Average,Neutral,Somewhat satisfied
189,2  2982,Thursday,SOUTHWEST,SANTA ANA,West US,Medium,Gates 20-39,12/31/2018,90,Somewhat clean,Very safe,Somewhat satisfied
189,3  1849,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub,Gates 91-102,12/31/2018,285,Clean,Very safe,Very satisfied
189,4  2696,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,12/31/2018,122,Somewhat clean,Somewhat safe,Somewhat satisfied
189,5   192,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,100,Somewhat clean,Somewhat safe,Neutral
189,6  2632,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,12/31/2018,80,Somewhat clean,Somewhat safe,Somewhat satisfied
189,7  2631,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,12/31/2018,100,Somewhat clean,Somewhat safe,Somewhat satisfied
189,8  2990,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,118,Somewhat clean,Somewhat safe,Somewhat satisfied
189,9  1662,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,180,Clean,Very safe,Very satisfied
190,0   957,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,160,Clean,Somewhat safe,Somewhat satisfied
190,1   195,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,100,Somewhat clean,Somewhat safe,Somewhat satisfied
190,2  1411,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,12/31/2018,112,Clean,Very safe,Very satisfied
190,3   327,Thursday,UNITED,BURBANK,West US,Small,Gates 70-90,12/31/2018,70,Somewhat clean,Very safe,Somewhat satisfied
190,4  1896,Tuesday,UNITED,BOSTON,EAST US,Large,Gates 70-90,12/31/2018,115,Somewhat clean,Somewhat safe,Very satisfied
190,5  1877,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,12/31/2018,105,Somewhat clean,Very safe,Somewhat satisfied
190,6  2153,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,12/31/2018,153,Clean,Neutral,Neutral
190,7   571,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,195,Average,Somewhat safe,Somewhat unsatisfied
190,8  1893,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,175,Somewhat clean,Very safe,Neutral
190,9   346,Friday,LUFTHANSA,FRANKFURT,eur,Hub,Gates 91-102,12/31/2018,210,Somewhat dirty,Somewhat safe,Neutral
191,0   987,Friday,LUFTHANSA,MUNICH,eur,Hub,Gates 91-102,12/31/2018,175,Average,Neutral,Somewhat unsatisfied
191,1  1509,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,105,Clean,Very safe,Neutral
191,2  1992,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,12/31/2018,75,Average,Very safe,Neutral
191,3  2758,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,12/31/2018,270,Average,Very safe,Neutral
191,4    11,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,200,Somewhat dirty,Somewhat safe,Neutral
191,5  2561,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,95,Somewhat clean,Somewhat safe,Neutral
191,6   269,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,205,Average,Neutral,Very satisfied
191,7  1369,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,12/31/2018,230,Average,Somewhat safe,Neutral
191,8   823,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,125,Somewhat clean,Neutral,Somewhat satisfied
191,9  1704,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,330,Somewhat clean,Neutral,Somewhat satisfied
192,0  2490,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,109,Somewhat clean,Neutral,Neutral
192,1  2081,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,219,Clean,Very safe,Very satisfied
192,3  1339,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,12/31/2018,215,Somewhat clean,Somewhat safe,Somewhat satisfied
192,4  2981,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,12/31/2018,165,Average,Somewhat safe,Somewhat satisfied
192,5  2261,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,12/31/2018,110,Somewhat clean,Somewhat safe,Somewhat satisfied
192,6   302,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,12/31/2018,122,Somewhat clean,Very safe,Neutral
192,8  3070,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,12/31/2018,67,Clean,Very safe,Very satisfied
192,9  2050,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,195,Somewhat clean,Very safe,Somewhat satisfied
193,0  1722,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,420,Somewhat clean,Neutral,Somewhat satisfied
193,1  1370,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub,Gates 91-102,12/31/2018,165,Somewhat clean,Very safe,Somewhat satisfied
193,3   449,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,12/31/2018,133,Clean,Very safe,Very satisfied
193,4  1668,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,135,Somewhat clean,Somewhat safe,Somewhat satisfied
193,5   512,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,12/31/2018,130,Somewhat clean,Very safe,Somewhat satisfied
193,6  1195,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,12/31/2018,80,Somewhat clean,Somewhat safe,Somewhat satisfied
193,7  1805,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,215,Clean,Very safe,Very satisfied
193,8  1386,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,12/31/2018,265,Clean,Very safe,Very satisfied
194,1  3000,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,12/31/2018,105,Average,Somewhat safe,Somewhat satisfied
194,2  2313,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,12/31/2018,165,Somewhat clean,Somewhat safe,Somewhat satisfied
194,3   829,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,185,Clean,Somewhat safe,Somewhat satisfied
194,4  1917,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,275,Clean,Somewhat safe,Somewhat satisfied
194,5  2199,Thursday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,12/31/2018,180,Somewhat clean,Neutral,Somewhat unsatisfied
194,6  3050,Tuesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,80,Clean,Very safe,Very satisfied
194,7  2635,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,12/31/2018,120,Somewhat clean,Somewhat safe,Somewhat satisfied
194,8   946,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,12/31/2018,150,Average,Somewhat safe,Somewhat satisfied
194,9  1446,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,12/31/2018,82,Somewhat clean,Somewhat safe,Somewhat satisfied
195,0   533,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,12/31/2018,90,Somewhat clean,Somewhat safe,Somewhat satisfied
195,1   444,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,12/31/2018,185,Somewhat clean,Very safe,Somewhat satisfied
195,2   216,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,62,Somewhat clean,Somewhat safe,Somewhat satisfied
195,3  2978,Tuesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,12/31/2018,60,Clean,Somewhat safe,Somewhat satisfied
195,6   380,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,100,Clean,Somewhat safe,Somewhat satisfied
195,7  3234,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,70,Somewhat clean,Somewhat safe,Somewhat satisfied
195,9  2949,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,85,Clean,Somewhat safe,Somewhat satisfied
196,0  2088,Tuesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,12/31/2018,121,Somewhat clean,Very safe,Very satisfied
196,2  2274,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,12/31/2018,35,Somewhat clean,Neutral,Somewhat satisfied
196,3  1429,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,12/31/2018,120,Somewhat clean,Very safe,Somewhat satisfied
196,4   635,Tuesday,ALASKA,WASHINGTON DC-DULLES,EAST US,Medium,Gates 50-59,12/31/2018,245,Somewhat clean,Neutral,Somewhat satisfied
196,6   350,Friday,ALASKA,NEWARK,EAST US,Hub,Gates 50-59,12/31/2018,95,Average,Neutral,Neutral
196,7  1244,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,12/31/2018,180,Clean,Very safe,Somewhat satisfied
196,8   977,Friday,LUFTHANSA,MUNICH,eur,Hub,Gates 91-102,12/31/2018,475,Average,Neutral,Neutral
196,9  1989,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,12/31/2018,95,Clean,Very safe,Very satisfied
197,0   683,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,12/31/2018,200,Somewhat clean,Somewhat safe,Neutral
197,1  1544,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,12/31/2018,225,Clean,Very safe,Somewhat satisfied
197,2  2887,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,12/31/2018,205,Clean,Very safe,Neutral
197,3  1036,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,12/31/2018,95,Clean,Very safe,Somewhat satisfied
197,4  1092,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,12/31/2018,145,Somewhat clean,Somewhat safe,Somewhat satisfied
197,6  1577,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,12/31/2018,205,Average,Neutral,Neutral
197,7  3037,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,12/31/2018,170,Clean,Very safe,Very satisfied
197,8  2049,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,195,Average,Very safe,Somewhat unsatisfied
197,9  1847,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,155,Somewhat clean,Very safe,Very satisfied
198,0  2089,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,12/31/2018,92,Somewhat clean,Very safe,Somewhat satisfied
198,1  3144,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,12/31/2018,75,Somewhat clean,Somewhat safe,Neutral
198,2  2671,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,12/31/2018,120,Clean,Very safe,Very satisfied
198,3  1754,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,175,Somewhat clean,Somewhat safe,Somewhat satisfied
198,4  2287,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,12/31/2018,175,Average,Somewhat safe,Very satisfied
198,6  2862,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,12/31/2018,187,Clean,Neutral,Very satisfied
198,7  1940,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,185,Average,Somewhat safe,Somewhat satisfied
198,8  1414,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,12/31/2018,180,Average,Neutral,Somewhat satisfied
198,9  2024,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,120,Somewhat clean,Very safe,Somewhat satisfied
199,0  3061,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,12/31/2018,863,Somewhat clean,Somewhat safe,Somewhat satisfied
199,1   253,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,160,Average,Somewhat safe,Neutral
199,2  1274,Tuesday,UNITED INTL,LONDON HEATHROW,eur,Hub,Gates 91-102,12/31/2018,200,Somewhat clean,Very safe,Very satisfied
199,3  3090,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,12/31/2018,163,Somewhat dirty,Neutral,Neutral
199,4  1938,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,12/31/2018,160,Clean,Very safe,Very satisfied
199,5  1528,Wednesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,12/31/2018,101,Average,Very safe,Neutral
199,6  1170,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,12/31/2018,120,Clean,Very safe,Somewhat satisfied
199,7  2037,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,90,Clean,Very safe,Very satisfied
199,8  2306,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,150,Somewhat clean,Somewhat safe,Somewhat satisfied
200,0  1551,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,12/31/2018,1035,Clean,Very safe,Very satisfied
200,2  2737,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,12/31/2018,72,Somewhat clean,Somewhat safe,Somewhat satisfied
